demonicref,demonicsystemid,demonicid,caseref,demonic_type,demonic_text,createdby,createdate,lastupdatedby,lastupdatedon
DP/LA/243,LA,243,C/EGD/1398,New name,Honey,LEM,2001-07-17T09:55:05,LEM,2001-07-17T09:56:08
DP/LA/244,LA,244,C/EGD/1398,Anti-baptism,,LEM,2001-07-17T09:55:12,LEM,2001-07-17T09:55:13
DP/LA/245,LA,245,C/EGD/1398,New name,heart,LEM,2001-07-17T09:56:13,LEM,2001-07-17T09:56:28
DP/LA/246,LA,246,C/EGD/1398,Devil's Mark,shoulders,LEM,2001-07-17T09:56:28,LEM,2001-07-17T09:56:56
DP/LA/247,LA,247,C/EGD/1398,Want nothing,,LEM,2001-07-17T09:56:56,LEM,2001-07-17T09:57:26
DP/LA/248,LA,248,C/EGD/377,Anti-baptism,,LEM,2001-07-17T10:16:28,LEM,2001-07-17T10:16:29
DP/LA/249,LA,249,C/EGD/377,Servant,,LEM,2001-07-17T10:16:32,LEM,2001-07-17T10:16:32
DP/LA/25,LA,25,C/EGD/959,Anti-baptism,,LEM,2001-06-08T14:27:37,LEM,2001-06-08T14:27:37
DP/LA/250,LA,250,C/EGD/377,New name,General,LEM,2001-07-17T10:16:34,jhm,2002-11-05T14:47:02
DP/LA/251,LA,251,C/EGD/377,Devil's Mark,,LEM,2001-07-17T10:16:40,LEM,2001-07-17T10:16:41
DP/LA/252,LA,252,C/EGD/377,Sex,,LEM,2001-07-17T10:16:42,LEM,2001-07-17T10:16:47
DP/LA/253,LA,253,C/EGD/973,Anti-baptism,,LEM,2001-07-18T12:23:50,LEM,2001-07-18T12:23:51
DP/LA/254,LA,254,C/EGD/973,Devil's Mark,,LEM,2001-07-18T12:23:58,LEM,2001-07-18T12:23:58
DP/LA/255,LA,255,C/EGD/973,Body and soul,,LEM,2001-07-18T12:24:00,LEM,2001-07-18T12:24:00
DP/LA/256,LA,256,C/EGD/976,Anti-baptism,,LEM,2001-07-18T12:44:53,LEM,2001-07-18T12:44:53
DP/LA/257,LA,257,C/EGD/976,Body and soul,,LEM,2001-07-18T12:45:00,LEM,2001-07-18T12:45:01
DP/LA/258,LA,258,C/EGD/1029,Devil's Mark,,LEM,2001-07-19T10:37:33,LEM,2001-07-19T10:37:33
DP/LA/259,LA,259,C/EGD/1029,Anti-baptism,,LEM,2001-07-19T10:37:40,LEM,2001-07-19T10:37:42
DP/LA/26,LA,26,C/EGD/959,Sex,,LEM,2001-06-08T14:27:38,LEM,2001-06-08T14:27:43
DP/LA/260,LA,260,C/EGD/1029,Servant,,LEM,2001-07-19T10:37:46,LEM,2001-07-19T10:39:17
DP/LA/261,LA,261,C/EGD/1026,Anti-baptism,,LEM,2001-07-19T11:03:58,LEM,2001-07-19T11:03:59
DP/LA/262,LA,262,C/EGD/1026,Servant,,LEM,2001-07-19T11:04:06,LEM,2001-07-19T11:04:08
DP/LA/263,LA,263,C/EGD/1028,Anti-baptism,,LEM,2001-07-19T11:07:12,LEM,2001-07-19T11:07:12
DP/LA/264,LA,264,C/EGD/1028,Servant,,LEM,2001-07-19T11:07:13,LEM,2001-07-19T11:07:14
DP/LA/265,LA,265,C/LA/2840,Anti-baptism,,LEM,2001-07-19T11:09:41,LEM,2001-07-19T11:09:41
DP/LA/266,LA,266,C/LA/2840,Servant,,LEM,2001-07-19T11:09:42,LEM,2001-07-19T11:09:43
DP/LA/267,LA,267,C/EGD/1039,Anti-baptism,,LEM,2001-07-19T11:12:03,LEM,2001-07-19T11:12:04
DP/LA/268,LA,268,C/EGD/1039,Servant,,LEM,2001-07-19T11:12:04,LEM,2001-07-19T11:12:06
DP/LA/269,LA,269,C/EGD/1054,Anti-baptism,,LEM,2001-07-19T12:38:39,LEM,2001-07-19T12:38:40
DP/LA/270,LA,270,C/EGD/1054,Devil's Mark,,LEM,2001-07-19T12:38:41,LEM,2001-07-19T12:38:54
DP/LA/271,LA,271,C/EGD/1054,Sex,,LEM,2001-07-19T12:38:43,LEM,2001-07-19T12:38:44
DP/LA/3,LA,3,C/EGD/162,Devil's Mark,Shoulder,LEM,2001-05-18T12:58:45,LEM,2001-05-18T12:58:51
DP/LA/301,LA,301,C/EGD/576,Head and foot,foot on a cloth on the floor,LEM,2001-09-05T10:28:44,LEM,2001-09-05T10:28:55
DP/LA/302,LA,302,C/EGD/576,Anti-baptism,this was implied by the prosecution,LEM,2001-09-05T10:28:56,LEM,2001-09-05T10:29:07
DP/LA/303,LA,303,C/EGD/606,Anti-baptism,,LEM,2001-09-07T10:40:40,LEM,2001-09-07T10:40:41
DP/LA/304,LA,304,C/EGD/606,Body and soul,,LEM,2001-09-07T10:40:44,LEM,2001-09-07T10:40:45
DP/LA/305,LA,305,C/EGD/606,Devil's Mark,privy place,LEM,2001-09-07T10:40:51,LEM,2001-09-07T12:43:09
DP/LA/306,LA,306,C/EGD/606,Head and foot,,LEM,2001-09-07T10:40:55,LEM,2001-09-07T10:40:57
DP/LA/307,LA,307,C/EGD/606,Paction,,LEM,2001-09-07T10:40:59,LEM,2001-09-07T10:41:02
DP/LA/308,LA,308,C/EGD/606,Servant,,LEM,2001-09-07T10:41:06,LEM,2001-09-07T10:41:13
DP/LA/309,LA,309,C/EGD/606,Sex,healed her painful Devil's mark,LEM,2001-09-07T10:41:17,LEM,2001-09-07T12:43:21
DP/LA/310,LA,310,C/EGD/606,Want nothing,,LEM,2001-09-07T10:43:02,LEM,2001-09-07T10:43:04
DP/LA/311,LA,311,C/EGD/607,Servant,,LEM,2001-09-07T10:44:36,LEM,2001-09-07T10:44:37
DP/LA/312,LA,312,C/EGD/607,Anti-baptism,,LEM,2001-09-07T10:44:41,LEM,2001-09-07T10:44:41
DP/LA/313,LA,313,C/EGD/607,Body and soul,,LEM,2001-09-07T10:44:44,LEM,2001-09-07T10:44:44
DP/LA/314,LA,314,C/EGD/607,Head and foot,,LEM,2001-09-07T10:44:46,LEM,2001-09-07T10:44:47
DP/LA/315,LA,315,C/EGD/607,Devil's Mark,privie place,LEM,2001-09-07T10:44:49,LEM,2001-09-07T12:32:59
DP/LA/316,LA,316,C/EGD/608,Body and soul,,LEM,2001-09-07T10:47:42,LEM,2001-09-07T10:47:42
DP/LA/317,LA,317,C/EGD/608,Head and foot,,LEM,2001-09-07T10:47:43,LEM,2001-09-07T10:47:43
DP/LA/318,LA,318,C/EGD/608,Anti-baptism,,LEM,2001-09-07T10:47:45,LEM,2001-09-07T10:47:48
DP/LA/319,LA,319,C/EGD/608,New name,Feyand,LEM,2001-09-07T10:47:52,LEM,2001-09-07T12:03:22
DP/LA/320,LA,320,C/EGD/608,Servant,,LEM,2001-09-07T10:48:03,LEM,2001-09-07T10:48:04
DP/LA/321,LA,321,C/EGD/608,Paction,,LEM,2001-09-07T10:48:05,LEM,2001-09-07T10:48:05
DP/LA/322,LA,322,C/EGD/609,Paction,,LEM,2001-09-07T10:50:33,LEM,2001-09-07T10:50:34
DP/LA/323,LA,323,C/EGD/609,Anti-baptism,,LEM,2001-09-07T10:50:37,LEM,2001-09-07T10:50:38
DP/LA/324,LA,324,C/EGD/609,Body and soul,,LEM,2001-09-07T10:50:39,LEM,2001-09-07T10:50:40
DP/LA/325,LA,325,C/EGD/609,Head and foot,,LEM,2001-09-07T10:50:42,LEM,2001-09-07T10:50:42
DP/LA/326,LA,326,C/EGD/609,Devil's Mark,privie place,LEM,2001-09-07T10:50:45,LEM,2001-09-07T11:50:36
DP/LA/327,LA,327,C/EGD/608,Sex,nature cold,LEM,2001-09-07T12:04:22,LEM,2001-09-07T12:04:29
DP/LA/328,LA,328,C/EGD/608,Devil's Mark,privie place,LEM,2001-09-07T12:04:32,LEM,2001-09-07T12:04:55
DP/LA/329,LA,329,C/EGD/607,Sex,,LEM,2001-09-07T12:33:02,LEM,2001-09-07T12:33:26
DP/LA/330,LA,330,C/EGD/607,New name,Major,LEM,2001-09-07T12:34:08,LEM,2001-09-07T12:34:13
DP/LA/332,LA,332,C/EGD/606,New name,could remember it,LEM,2001-09-07T12:43:26,LEM,2001-09-07T12:43:39
DP/LA/334,LA,334,C/EGD/1262,Anti-baptism,,LEM,2001-09-07T15:26:45,LEM,2001-09-07T15:26:46
DP/LA/335,LA,335,C/EGD/1262,Paction,,LEM,2001-09-07T15:26:47,LEM,2001-09-07T15:26:48
DP/LA/336,LA,336,C/EGD/1262,New name,Katharine,LEM,2001-09-07T15:26:49,LEM,2001-09-07T15:27:49
DP/LA/337,LA,337,C/EGD/691,Anti-baptism,,LEM,2001-09-11T11:52:14,LEM,2001-09-11T11:52:15
DP/LA/338,LA,338,C/EGD/691,New name,Jean,LEM,2001-09-11T11:52:17,LEM,2001-09-11T11:52:21
DP/LA/339,LA,339,C/EGD/691,Sex,,LEM,2001-09-11T11:52:34,LEM,2001-09-11T11:52:37
DP/LA/340,LA,340,C/EGD/694,Sex,,LEM,2001-09-11T12:08:13,LEM,2001-09-11T12:08:15
DP/LA/341,LA,341,C/EGD/694,Anti-baptism,,LEM,2001-09-11T12:08:16,LEM,2001-09-11T12:08:17
DP/LA/342,LA,342,C/EGD/694,Head and foot,,LEM,2001-09-11T12:08:19,LEM,2001-09-11T12:08:20
DP/LA/343,LA,343,C/EGD/694,New name,Broad back,LEM,2001-09-11T12:08:22,LEM,2001-09-11T12:08:52
DP/LA/344,LA,344,C/EGD/693,Anti-baptism,,LEM,2001-09-11T12:59:17,LEM,2001-09-11T12:59:19
DP/LA/345,LA,345,C/EGD/693,Head and foot,,LEM,2001-09-11T12:59:20,LEM,2001-09-11T12:59:21
DP/LA/346,LA,346,C/EGD/693,Sex,,LEM,2001-09-11T12:59:26,LEM,2001-09-11T12:59:27
DP/LA/347,LA,347,C/EGD/692,Anti-baptism,,LEM,2001-09-11T13:06:55,LEM,2001-09-11T13:06:55
DP/LA/348,LA,348,C/EGD/622,Anti-baptism,,LEM,2001-09-11T13:16:14,LEM,2001-09-11T13:16:15
DP/LA/349,LA,349,C/EGD/622,Sex,,LEM,2001-09-11T13:16:16,LEM,2001-09-11T13:16:20
DP/LA/350,LA,350,C/EGD/613,Anti-baptism,,LEM,2001-09-11T13:23:51,LEM,2001-09-11T13:23:51
DP/LA/351,LA,351,C/EGD/613,Body and soul,,LEM,2001-09-11T13:23:55,LEM,2001-09-11T13:23:56
DP/LA/352,LA,352,C/EGD/613,Head and foot,,LEM,2001-09-11T13:23:56,LEM,2001-09-11T13:24:02
DP/LA/353,LA,353,C/EGD/613,Paction,,LEM,2001-09-11T13:24:37,LEM,2001-09-11T13:24:37
DP/LA/354,LA,354,C/EGD/614,Anti-baptism,,LEM,2001-09-11T13:31:27,LEM,2001-09-11T13:31:27
DP/LA/355,LA,355,C/EGD/614,Head and foot,,LEM,2001-09-11T13:31:35,LEM,2001-09-11T13:31:36
DP/LA/356,LA,356,C/EGD/691,Head and foot,,LEM,2001-09-21T09:10:48,LEM,2001-09-21T09:10:49
DP/LA/357,LA,357,C/EGD/611,Anti-baptism,,LEM,2001-09-21T09:43:08,LEM,2001-09-21T09:43:09
DP/LA/358,LA,358,C/EGD/611,Servant,,LEM,2001-09-21T09:43:11,LEM,2001-09-21T09:43:15
DP/LA/359,LA,359,C/EGD/696,Anti-baptism,,LEM,2001-09-21T13:06:57,LEM,2001-09-21T13:06:58
DP/LA/360,LA,360,C/EGD/696,Head and foot,,LEM,2001-09-21T13:06:59,LEM,2001-09-21T13:06:59
DP/LA/361,LA,361,C/EGD/696,Body and soul,,LEM,2001-09-21T13:07:02,LEM,2001-09-21T13:07:02
DP/LA/362,LA,362,C/EGD/696,Want nothing,,LEM,2001-09-21T13:07:42,LEM,2001-09-21T13:07:43
DP/LA/363,LA,363,C/EGD/697,Want nothing,,LEM,2001-09-21T13:22:30,LEM,2001-09-21T13:22:32
DP/LA/364,LA,364,C/EGD/697,Anti-baptism,,LEM,2001-09-21T13:22:34,LEM,2001-09-21T13:22:34
DP/LA/365,LA,365,C/EGD/697,Head and foot,,LEM,2001-09-21T13:22:38,LEM,2001-09-21T13:22:38
DP/LA/366,LA,366,C/EGD/697,Sex,,LEM,2001-09-21T13:22:47,LEM,2001-09-21T13:22:52
DP/LA/367,LA,367,C/EGD/695,Anti-baptism,,LEM,2001-09-21T13:35:57,LEM,2001-09-21T13:35:58
DP/LA/368,LA,368,C/EGD/695,Head and foot,,LEM,2001-09-21T13:35:58,LEM,2001-09-21T13:36:02
DP/LA/369,LA,369,C/EGD/34,Want nothing,,LEM,2001-09-25T12:00:20,LEM,2001-09-25T12:00:21
DP/LA/37,LA,37,C/EGD/169,Servant,,LEM,2001-06-14T13:48:58,LEM,2001-06-14T13:49:20
DP/LA/371,LA,371,C/EGD/59,Servant,,LEM,2001-10-09T09:25:08,LEM,2001-10-09T09:25:09
DP/LA/372,LA,372,C/EGD/59,Want nothing,,LEM,2001-10-09T09:25:10,LEM,2001-10-09T09:25:13
DP/LA/373,LA,373,C/EGD/59,Devil's Mark,Marked with a rod.,LEM,2001-10-09T09:27:12,LEM,2001-10-09T09:27:49
DP/LA/374,LA,374,C/EGD/63,Anti-baptism,,LEM,2001-10-09T10:43:19,LEM,2001-10-09T10:43:20
DP/LA/375,LA,375,C/EGD/63,Want nothing,,LEM,2001-10-09T10:43:22,LEM,2001-10-09T10:43:25
DP/LA/376,LA,376,C/EGD/63,Servant,,LEM,2001-10-09T10:44:14,LEM,2001-10-09T10:44:16
DP/LA/377,LA,377,C/EGD/63,Devil's Mark,right knee,LEM,2001-10-09T10:44:16,LEM,2001-10-09T10:44:38
DP/LA/378,LA,378,C/EGD/103,New name,Naip,LEM,2001-10-10T15:26:45,LEM,2001-10-10T15:26:53
DP/LA/379,LA,379,C/EGD/104,New name,Cane,LEM,2001-10-10T15:27:34,LEM,2001-10-10T15:27:40
DP/LA/38,LA,38,C/EGD/1605,Devil's Mark,,LEM,2001-06-19T14:07:56,LEM,2001-06-19T14:08:54
DP/LA/380,LA,380,C/EGD/29,Anti-baptism,,LEM,2001-10-18T09:49:36,LEM,2001-10-18T09:49:38
DP/LA/381,LA,381,C/EGD/1329,Want nothing,,LEM,2001-10-19T09:53:48,LEM,2001-10-19T09:53:50
DP/LA/382,LA,382,C/EGD/1329,Anti-baptism,,LEM,2001-10-19T09:54:24,LEM,2001-10-19T09:54:24
DP/LA/383,LA,383,C/EGD/1329,Head and foot,,LEM,2001-10-19T09:54:25,LEM,2001-10-19T09:54:31
DP/LA/384,LA,384,C/EGD/1334,Servant,,LEM,2001-10-19T10:07:00,LEM,2001-10-19T10:07:17
DP/LA/385,LA,385,C/EGD/1334,Anti-baptism,,LEM,2001-10-19T10:07:18,LEM,2001-10-19T10:07:18
DP/LA/386,LA,386,C/EGD/1334,Head and foot,,LEM,2001-10-19T10:07:19,LEM,2001-10-19T10:07:21
DP/LA/387,LA,387,C/EGD/1338,Sex,,LEM,2001-10-19T10:32:53,LEM,2001-10-19T10:32:54
DP/LA/388,LA,388,C/EGD/1338,Anti-baptism,she sat down on her Knees,LEM,2001-10-19T10:32:56,LEM,2001-10-19T10:33:05
DP/LA/389,LA,389,C/EGD/1338,Servant,,LEM,2001-10-19T10:33:10,LEM,2001-10-19T10:33:12
DP/LA/39,LA,39,C/EGD/1605,Servant,,LEM,2001-06-19T14:08:54,LEM,2001-06-19T14:08:55
DP/LA/390,LA,390,C/EGD/1312,Sex,,LEM,2001-10-19T15:25:17,LEM,2001-10-19T15:25:18
DP/LA/391,LA,391,C/EGD/1312,Anti-baptism,,LEM,2001-10-19T15:27:25,LEM,2001-10-19T15:27:26
DP/LA/392,LA,392,C/EGD/1312,Devil's Mark,back side of left arm below the elbow,LEM,2001-10-19T15:27:47,LEM,2001-10-19T15:28:15
DP/LA/393,LA,393,C/EGD/1312,New name,Nan Clark or Nan Clatt,LEM,2001-10-19T15:28:57,LEM,2001-10-19T15:29:14
DP/LA/394,LA,394,C/EGD/1322,Anti-baptism,,LEM,2001-10-19T16:06:26,LEM,2001-10-19T16:06:27
DP/LA/395,LA,395,C/EGD/1322,Sex,,LEM,2001-10-19T16:06:37,LEM,2001-10-19T16:07:50
DP/LA/4,LA,4,C/EGD/162,Sex,,LEM,2001-05-18T12:58:57,LEM,2001-05-18T12:59:11
DP/LA/40,LA,40,C/EGD/1605,Anti-baptism,,LEM,2001-06-19T14:11:09,LEM,2001-06-19T14:11:11
DP/LA/406,LA,406,C/EGD/1308,Sex,he gripped her papy first,LEM,2001-10-22T15:45:48,LEM,2001-10-22T15:48:26
DP/LA/407,LA,407,C/EGD/1308,Anti-baptism,,LEM,2001-10-22T15:45:50,LEM,2001-10-22T15:45:51
DP/LA/408,LA,408,C/EGD/1308,Body and soul,,LEM,2001-10-22T15:45:52,LEM,2001-10-22T15:45:53
DP/LA/409,LA,409,C/EGD/1310,Anti-baptism,,LEM,2001-10-23T10:35:44,LEM,2001-10-23T10:35:45
DP/LA/41,LA,41,C/EGD/1605,Sex,,LEM,2001-06-19T14:11:11,LEM,2001-06-19T14:11:35
DP/LA/410,LA,410,C/EGD/1310,Sex,,LEM,2001-10-23T10:35:46,LEM,2001-10-23T10:35:47
DP/LA/411,LA,411,C/EGD/1310,Body and soul,,LEM,2001-10-23T10:35:48,LEM,2001-10-23T10:35:48
DP/LA/412,LA,412,C/EGD/228,Sex,,LEM,2001-11-26T12:10:58,LEM,2001-11-26T12:11:08
DP/LA/413,LA,413,C/EGD/783,Devil's Mark,,LEM,2001-11-26T15:12:33,LEM,2001-11-26T15:12:34
DP/LA/414,LA,414,C/EGD/785,Anti-baptism,while drinking to him,LEM,2001-11-26T15:53:43,LEM,2002-07-15T11:06:48
DP/LA/415,LA,415,C/EGD/785,Paction,,LEM,2001-11-26T15:54:55,LEM,2001-11-26T15:55:01
DP/LA/416,LA,416,C/EGD/786,Devil's Mark,,LEM,2001-11-29T10:30:37,LEM,2001-11-29T10:30:38
DP/LA/417,LA,417,C/EGD/786,Anti-baptism,,LEM,2001-11-29T10:30:39,LEM,2001-11-29T10:30:39
DP/LA/418,LA,418,C/EGD/355,Anti-baptism,,LEM,2001-11-29T14:00:48,LEM,2001-11-29T14:00:48
DP/LA/419,LA,419,C/EGD/355,Servant,,LEM,2001-11-29T14:00:49,LEM,2001-11-29T14:00:50
DP/LA/42,LA,42,C/EGD/901,Body and soul,,LEM,2001-06-27T11:43:13,LEM,2001-06-27T11:43:19
DP/LA/420,LA,420,C/EGD/355,Body and soul,,LEM,2001-11-29T14:00:51,LEM,2001-11-29T14:00:55
DP/LA/422,LA,422,C/EGD/1379,Sex,he was heavy,LEM,2001-11-29T14:20:55,LEM,2001-11-29T14:21:05
DP/LA/423,LA,423,C/EGD/273,Devil's Mark,,LEM,2001-11-29T16:02:05,LEM,2001-11-29T16:02:07
DP/LA/424,LA,424,C/EGD/792,Devil's Mark,on her secret member,LEM,2001-11-30T10:09:24,LEM,2002-02-04T10:39:26
DP/LA/425,LA,425,C/EGD/792,Sex,nature was cold,LEM,2001-11-30T10:09:42,LEM,2001-11-30T10:09:54
DP/LA/426,LA,426,C/EGD/584,Anti-baptism,,LEM,2001-12-03T09:41:04,LEM,2001-12-03T09:41:13
DP/LA/427,LA,427,C/EGD/584,Paction,,LEM,2001-12-03T09:41:14,LEM,2001-12-03T09:41:15
DP/LA/428,LA,428,C/EGD/1749,Devil's Mark,,LEM,2002-01-16T10:51:16,LEM,2002-01-16T10:51:17
DP/LA/429,LA,429,C/EGD/1749,New name,Landsladie,LEM,2002-01-16T10:51:18,LEM,2002-01-16T10:51:25
DP/LA/43,LA,43,C/LA/2759,Body and soul,,LEM,2001-06-27T11:47:24,LEM,2001-06-27T11:47:25
DP/LA/430,LA,430,C/EGD/1748,Devil's Mark,,LEM,2002-01-16T11:48:29,LEM,2002-01-16T11:48:30
DP/LA/431,LA,431,C/EGD/1748,Anti-baptism,,LEM,2002-01-16T11:48:40,LEM,2002-01-16T11:48:41
DP/LA/432,LA,432,C/EGD/1748,Head and foot,,LEM,2002-01-16T11:48:42,LEM,2002-01-16T11:48:42
DP/LA/433,LA,433,C/EGD/1748,Want nothing,,LEM,2002-01-16T11:48:46,LEM,2002-01-16T11:48:48
DP/LA/434,LA,434,C/EGD/1748,New name,Jonas,LEM,2002-01-16T11:49:09,LEM,2002-01-16T11:49:14
DP/LA/435,LA,435,C/EGD/1747,Devil's Mark,,LEM,2002-01-16T11:59:05,LEM,2002-01-16T11:59:06
DP/LA/436,LA,436,C/EGD/1747,Sex,Devil was cold,LEM,2002-01-16T11:59:08,LEM,2002-01-16T11:59:22
DP/LA/437,LA,437,C/EGD/1747,New name,Euoppa (?Anipper),LEM,2002-01-16T11:59:45,jhm,2002-07-10T13:20:50
DP/LA/438,LA,438,C/EGD/1747,Head and foot,,LEM,2002-01-16T12:01:06,LEM,2002-01-16T12:01:17
DP/LA/439,LA,439,C/EGD/1747,Want nothing,,LEM,2002-01-16T12:01:18,LEM,2002-01-16T12:01:24
DP/LA/44,LA,44,C/EGD/897,Body and soul,,LEM,2001-06-27T11:49:15,LEM,2001-06-27T11:49:16
DP/LA/440,LA,440,C/EGD/1747,Anti-baptism,,LEM,2002-01-16T12:01:25,LEM,2002-01-16T12:01:28
DP/LA/441,LA,441,C/EGD/1746,New name,Locas,LEM,2002-01-16T12:14:09,jhm,2002-10-22T08:59:52
DP/LA/442,LA,442,C/EGD/1746,Head and foot,,LEM,2002-01-16T12:15:57,LEM,2002-01-16T12:15:58
DP/LA/443,LA,443,C/EGD/1746,Anti-baptism,,LEM,2002-01-16T12:15:59,LEM,2002-01-16T12:16:02
DP/LA/444,LA,444,C/EGD/1746,Devil's Mark,,LEM,2002-01-16T12:16:05,LEM,2002-01-16T12:16:05
DP/LA/445,LA,445,C/EGD/1746,Sex,,LEM,2002-01-16T12:16:22,LEM,2002-01-16T12:16:26
DP/LA/446,LA,446,C/EGD/1745,New name,Sophia,LEM,2002-01-16T12:23:40,LEM,2002-01-16T12:23:44
DP/LA/447,LA,447,C/EGD/1745,Devil's Mark,,LEM,2002-01-16T12:27:15,LEM,2002-01-16T12:27:18
DP/LA/448,LA,448,C/EGD/1744,New name,Rajeru,LEM,2002-01-16T12:39:03,LEM,2002-01-16T12:39:34
DP/LA/449,LA,449,C/EGD/1773,Devil's Mark,left shoulder,LEM,2002-01-30T13:26:35,LEM,2002-01-30T13:27:00
DP/LA/45,LA,45,C/EGD/898,Body and soul,,LEM,2001-06-27T11:51:52,LEM,2001-06-27T11:51:53
DP/LA/450,LA,450,C/EGD/1773,Devil's Mark,leg,LEM,2002-01-30T13:27:02,LEM,2002-01-30T13:27:41
DP/LA/451,LA,451,C/EGD/1773,Anti-baptism,,LEM,2002-01-30T13:27:45,LEM,2002-01-30T13:27:46
DP/LA/452,LA,452,C/LA/2959,Anti-baptism,,LEM,2002-01-31T09:27:24,LEM,2002-01-31T09:27:25
DP/LA/453,LA,453,C/LA/2959,Devil's Mark,Back,LEM,2002-01-31T09:27:28,LEM,2002-01-31T09:27:43
DP/LA/454,LA,454,C/EGD/1778,Anti-baptism,,LEM,2002-01-31T09:30:50,LEM,2002-01-31T09:30:51
DP/LA/455,LA,455,C/EGD/1778,Devil's Mark,between her shoulders,LEM,2002-01-31T09:31:01,LEM,2002-01-31T09:31:13
DP/LA/456,LA,456,C/EGD/1781,Anti-baptism,,LEM,2002-01-31T09:33:06,LEM,2002-01-31T09:33:06
DP/LA/457,LA,457,C/EGD/1781,Devil's Mark,waist,LEM,2002-01-31T09:33:20,LEM,2002-01-31T09:33:25
DP/LA/458,LA,458,C/EGD/1774,Anti-baptism,,LEM,2002-01-31T09:36:07,LEM,2002-01-31T09:36:08
DP/LA/459,LA,459,C/EGD/1774,Devil's Mark,,LEM,2002-01-31T09:36:20,LEM,2002-01-31T09:36:28
DP/LA/46,LA,46,C/EGD/899,Body and soul,,LEM,2001-06-27T11:53:46,LEM,2001-06-27T11:53:47
DP/LA/460,LA,460,C/EGD/1780,Anti-baptism,,LEM,2002-01-31T09:47:07,LEM,2002-01-31T09:47:08
DP/LA/461,LA,461,C/EGD/1780,Devil's Mark,back near shoulders,LEM,2002-01-31T09:47:14,LEM,2002-01-31T09:47:21
DP/LA/462,LA,462,C/EGD/1777,Anti-baptism,,LEM,2002-01-31T09:49:24,LEM,2002-01-31T09:49:25
DP/LA/463,LA,463,C/EGD/1777,Devil's Mark,left shoulder,LEM,2002-01-31T09:49:44,LEM,2002-01-31T09:49:50
DP/LA/464,LA,464,C/LA/2968,Devil's Mark,,LEM,2002-01-31T13:16:23,LEM,2002-01-31T13:16:24
DP/LA/465,LA,465,C/LA/2968,Want nothing,,LEM,2002-01-31T13:16:25,LEM,2002-01-31T13:16:28
DP/LA/466,LA,466,C/LA/2968,Anti-baptism,,LEM,2002-01-31T13:16:30,LEM,2002-01-31T13:16:31
DP/LA/467,LA,467,C/LA/2968,Head and foot,,LEM,2002-01-31T13:16:32,LEM,2002-01-31T13:16:34
DP/LA/468,LA,468,C/LA/2969,Want nothing,,LEM,2002-01-31T13:26:44,LEM,2002-01-31T13:26:45
DP/LA/469,LA,469,C/LA/2969,Devil's Mark,,LEM,2002-01-31T13:26:47,LEM,2002-01-31T13:26:48
DP/LA/47,LA,47,C/EGD/900,Body and soul,,LEM,2001-06-27T11:56:16,LEM,2001-06-27T11:56:17
DP/LA/470,LA,470,C/LA/2969,Head and foot,,LEM,2002-01-31T13:26:50,LEM,2002-01-31T13:26:52
DP/LA/471,LA,471,C/LA/2970,Devil's Mark,back,LEM,2002-01-31T14:59:24,LEM,2002-01-31T14:59:34
DP/LA/472,LA,472,C/LA/2972,Devil's Mark,,LEM,2002-01-31T20:54:51,LEM,2002-01-31T20:54:54
DP/LA/473,LA,473,C/EGD/1779,Devil's Mark,small of back,LEM,2002-01-31T21:07:00,LEM,2002-01-31T21:20:42
DP/LA/474,LA,474,C/LA/2973,Devil's Mark,left shoulder,LEM,2002-01-31T21:22:22,LEM,2002-01-31T21:22:32
DP/LA/475,LA,475,C/LA/2974,Devil's Mark,,LEM,2002-01-31T21:34:25,LEM,2002-01-31T21:34:31
DP/LA/476,LA,476,C/LA/2975,Devil's Mark,,LEM,2002-02-01T11:22:13,LEM,2002-02-01T11:22:16
DP/LA/477,LA,477,C/LA/2976,Devil's Mark,,LEM,2002-02-01T11:45:21,LEM,2002-02-01T11:45:23
DP/LA/478,LA,478,C/LA/2977,Devil's Mark,,LEM,2002-02-01T11:56:20,LEM,2002-02-01T11:56:22
DP/LA/479,LA,479,C/LA/2978,Devil's Mark,,LEM,2002-02-01T12:17:44,LEM,2002-02-01T12:17:46
DP/LA/48,LA,48,C/EGD/372,Anti-baptism,,LEM,2001-06-27T16:07:37,LEM,2001-06-27T16:07:38
DP/LA/480,LA,480,C/LA/2979,Devil's Mark,,LEM,2002-02-01T12:28:40,LEM,2002-02-01T12:28:42
DP/LA/481,LA,481,C/LA/2980,Devil's Mark,,LEM,2002-02-01T12:40:02,LEM,2002-02-01T12:40:04
DP/LA/482,LA,482,C/EGD/792,New name,Whoore,LEM,2002-02-04T10:37:34,LEM,2002-02-04T10:37:47
DP/LA/483,LA,483,C/EGD/739,Devil's Mark,shoulders,LEM,2002-02-18T14:46:28,LEM,2002-02-18T14:46:34
DP/LA/484,LA,484,C/EGD/735,Head and foot,,LEM,2002-02-18T15:08:28,LEM,2002-02-18T15:08:29
DP/LA/485,LA,485,C/EGD/733,Devil's Mark,Back bone,LEM,2002-02-18T15:20:41,LEM,2002-02-18T15:20:52
DP/LA/486,LA,486,C/EGD/726,Devil's Mark,,LEM,2002-02-18T15:27:19,LEM,2002-02-18T15:27:24
DP/LA/487,LA,487,C/EGD/731,Devil's Mark,,LEM,2002-02-18T17:12:36,LEM,2002-02-18T17:12:40
