meetingplaceref,meetingplacesystemid,meetingplaceid,caseref,meetingplace_place,inversion,location,createdby,createdate,lastupdatedby,lastupdatedon
MP/LA/357,LA,357,C/EGD/110,Salt pans,false,near the pannes,LEM,2001-10-10T09:20:15,LEM,2001-10-10T09:20:22
MP/LA/358,LA,358,C/EGD/110,House,false,wobster's house,LEM,2001-10-10T09:20:31,LEM,2001-10-10T09:20:44
MP/LA/359,LA,359,C/EGD/110,,false,Foulstruther,LEM,2001-10-10T09:20:45,LEM,2001-10-10T09:20:50
MP/LA/360,LA,360,C/EGD/104,Kirk,false,Natoun,LEM,2001-10-10T09:25:29,LEM,2001-10-16T10:08:37
MP/LA/365,LA,365,C/EGD/110,House,false,Beigis Tod's house,LEM,2001-10-10T09:33:59,LEM,2001-10-10T09:34:06
MP/LA/373,LA,373,C/EGD/147,Salt pans,false,near the pannes,LEM,2001-10-10T10:12:49,LEM,2001-10-10T10:12:57
MP/LA/381,LA,381,C/LA/2911,Ship,false,,LEM,2001-10-10T10:43:22,LEM,2001-10-10T10:43:25
MP/LA/387,LA,387,C/EGD/104,Kirk,true,North Berwick,LEM,2001-10-10T15:28:24,LEM,2001-10-10T15:28:30
MP/LA/388,LA,388,C/EGD/103,Kirk,true,North Berwick,LEM,2001-10-10T15:30:37,LEM,2001-10-10T15:30:58
MP/LA/389,LA,389,C/EGD/103,Shore,false,Aitchesounes-heavin between musselburgh and pannes,LEM,2001-10-10T15:33:15,LEM,2001-10-10T15:33:41
MP/LA/390,LA,390,C/EGD/107,Shore,false,"Aitchesounes heavin, btw musselburgh and pannes",LEM,2001-10-10T15:39:57,LEM,2001-10-10T15:40:17
MP/LA/391,LA,391,C/EGD/107,Kirk,true,North Berwick,LEM,2001-10-10T15:40:18,LEM,2001-10-10T15:40:24
MP/LA/393,LA,393,C/EGD/110,Shore,false,Aitchisoune's heavin btw Musselburgh and pannes,LEM,2001-10-10T15:47:35,LEM,2001-10-10T15:47:55
MP/LA/394,LA,394,C/EGD/108,Shore,false,Aitchisoune's heavin btw Musselbrugh and pannes,LEM,2001-10-10T15:50:04,LEM,2001-10-10T15:50:24
MP/LA/397,LA,397,C/EGD/104,Shore,false,New-heavin also called fairy-hoillis,LEM,2001-10-16T10:08:38,LEM,2001-10-16T10:09:31
MP/LA/398,LA,398,C/EGD/104,Hilltop,false,Brum-hoillis,LEM,2001-10-16T10:09:50,LEM,2001-10-16T10:10:03
MP/LA/399,LA,399,C/EGD/104,Shore,false,Leith,LEM,2001-10-16T10:10:03,LEM,2001-10-16T10:10:10
MP/LA/4,LA,4,C/EGD/159,Hilltop,false,Dounhill of Spott,LEM,2001-05-17T11:39:28,LEM,2001-05-17T11:39:47
MP/LA/403,LA,403,C/EGD/1268,House,false,abandoned old house,LEM,2001-10-16T15:24:53,LEM,2001-10-16T15:25:04
MP/LA/404,LA,404,C/EGD/1269,House,false,abandoned house called Howing Greyman,LEM,2001-10-16T15:47:18,LEM,2001-10-16T15:47:44
MP/LA/405,LA,405,C/EGD/29,Field,false,near her house,LEM,2001-10-18T09:42:49,LEM,2001-10-18T09:45:10
MP/LA/406,LA,406,C/EGD/29,Thorn,false,thorne of Damwstarnok,LEM,2001-10-18T09:48:29,LEM,2001-10-18T09:48:50
MP/LA/407,LA,407,C/EGD/29,House,false,her own,LEM,2001-10-18T09:50:12,LEM,2001-10-18T09:50:16
MP/LA/408,LA,408,C/EGD/1329,,false,low place above Cransmouth,LEM,2001-10-19T09:53:32,LEM,2001-10-19T09:53:46
MP/LA/409,LA,409,C/EGD/1334,Yard,false,back of Thomas Browun's barn,LEM,2001-10-19T10:09:44,LEM,2001-10-19T10:09:53
MP/LA/410,LA,410,C/EGD/1334,Yard,false,back of Laurd of Wedderburn's house,LEM,2001-10-19T10:09:58,LEM,2001-10-19T10:11:02
MP/LA/411,LA,411,C/EGD/1334,River mouth,false,Forth of Eyemouth,LEM,2001-10-19T10:11:53,LEM,2001-10-19T10:12:18
MP/LA/412,LA,412,C/EGD/1333,Yard,false,back of Laird of Wedderburn's house,LEM,2001-10-19T10:14:08,LEM,2001-10-19T10:14:22
MP/LA/417,LA,417,C/EGD/1312,Green,false,Dirleton,LEM,2001-10-19T15:29:20,LEM,2001-10-19T15:29:41
MP/LA/424,LA,424,C/EGD/1322,House,false,,LEM,2001-10-19T16:09:23,LEM,2001-10-19T16:09:59
MP/LA/425,LA,425,C/EGD/1322,House,false,,LEM,2001-10-19T16:09:59,LEM,2001-10-19T16:10:05
MP/LA/430,LA,430,C/EGD/1308,Kirk,false,High kirk of Lanark,LEM,2001-10-22T15:46:18,LEM,2001-10-22T15:46:25
MP/LA/431,LA,431,C/EGD/1308,Kirk,false,kirk of Carnwath,LEM,2001-10-22T15:46:25,LEM,2001-10-22T15:46:35
MP/LA/434,LA,434,C/EGD/1310,Road,false,on her way home at 12:00am,LEM,2001-10-23T10:36:18,LEM,2001-10-23T10:36:43
MP/LA/44,LA,44,C/EGD/169,,false,Coldingham Law,LEM,2001-06-14T13:45:52,LEM,2001-06-14T13:47:23
MP/LA/441,LA,441,C/EGD/1749,House,false,Her own,LEM,2002-01-16T10:51:28,LEM,2002-01-16T10:51:32
MP/LA/442,LA,442,C/EGD/1748,House,false,his own,LEM,2002-01-16T11:49:17,LEM,2002-01-16T11:49:23
MP/LA/443,LA,443,C/EGD/1747,House,false,her mother's,LEM,2002-01-16T12:02:19,LEM,2002-01-16T12:02:23
MP/LA/444,LA,444,C/EGD/1747,House,false,her brother's,LEM,2002-01-16T12:02:23,LEM,2002-01-16T12:02:30
MP/LA/445,LA,445,C/EGD/1746,House,false,Mathie's,LEM,2002-01-16T12:16:37,LEM,2002-01-16T12:16:45
MP/LA/446,LA,446,C/EGD/1746,House,false,John Stewart's,LEM,2002-01-16T12:16:46,LEM,2002-01-16T12:16:54
MP/LA/447,LA,447,C/EGD/1745,House,false,Mathie's,LEM,2002-01-16T12:27:20,LEM,2002-01-16T12:27:24
MP/LA/448,LA,448,C/EGD/1745,House,false,John Stewart's,LEM,2002-01-16T12:27:24,LEM,2002-01-16T12:27:33
MP/LA/449,LA,449,C/EGD/1744,House,false,Mathie's,LEM,2002-01-16T12:40:03,LEM,2002-01-16T12:40:08
MP/LA/45,LA,45,C/EGD/173,Barn,false,head of the dead mans burne,LEM,2001-06-15T12:19:52,LEM,2001-06-15T12:25:48
MP/LA/450,LA,450,C/EGD/1744,House,false,John Stewart's,LEM,2002-01-16T12:40:08,LEM,2002-01-16T12:40:15
MP/LA/451,LA,451,C/EGD/1773,,false,Kilpatrik,LEM,2002-01-30T13:28:19,LEM,2002-01-30T13:28:22
MP/LA/452,LA,452,C/EGD/1773,Moor,false,Kilmacolme,LEM,2002-01-30T13:28:27,LEM,2002-01-30T13:28:46
MP/LA/453,LA,453,C/EGD/1773,Yard,false,Christian Shaw,LEM,2002-01-30T13:29:37,LEM,2002-01-30T13:29:43
MP/LA/454,LA,454,C/EGD/1773,Yard,false,murdered minister,LEM,2002-01-30T13:29:55,LEM,2002-01-30T13:30:02
MP/LA/455,LA,455,C/EGD/1773,House,false,murdered child,LEM,2002-01-30T13:31:00,LEM,2002-01-30T13:31:05
MP/LA/456,LA,456,C/LA/2959,,false,Kilpatrick,LEM,2002-01-31T09:27:47,LEM,2002-01-31T09:27:50
MP/LA/457,LA,457,C/LA/2959,Moor,false,Kilmacolme,LEM,2002-01-31T09:27:52,LEM,2002-01-31T09:27:59
MP/LA/458,LA,458,C/LA/2959,Yard,false,Christian Shaw,LEM,2002-01-31T09:28:01,LEM,2002-01-31T09:28:05
MP/LA/459,LA,459,C/LA/2959,Yard,false,"murdered minister, Mr. John Hardie",LEM,2002-01-31T09:28:07,LEM,2002-01-31T09:28:36
MP/LA/46,LA,46,C/EGD/173,Mill,false,,LEM,2001-06-15T12:25:58,LEM,2001-06-15T12:26:17
MP/LA/460,LA,460,C/LA/2959,House,false,murdered child,LEM,2002-01-31T09:28:38,LEM,2002-01-31T09:29:35
MP/LA/461,LA,461,C/EGD/1778,,false,kilpatrick,LEM,2002-01-31T09:31:44,LEM,2002-01-31T09:31:46
MP/LA/462,LA,462,C/EGD/1778,Moor,false,Kilmacolme,LEM,2002-01-31T09:31:47,LEM,2002-01-31T09:31:54
MP/LA/463,LA,463,C/EGD/1778,Yard,false,christian Shaw,LEM,2002-01-31T09:31:54,LEM,2002-01-31T09:31:59
MP/LA/464,LA,464,C/EGD/1778,Yard,false,"murdered minister, Mr. John Hardie",LEM,2002-01-31T09:31:59,LEM,2002-01-31T09:32:12
MP/LA/465,LA,465,C/EGD/1778,House,false,murdered child,LEM,2002-01-31T09:32:13,LEM,2002-01-31T09:32:22
MP/LA/466,LA,466,C/EGD/1781,,false,Kilpatrick,LEM,2002-01-31T09:34:46,LEM,2002-01-31T09:34:47
MP/LA/467,LA,467,C/EGD/1781,Moor,false,Kilmacolme,LEM,2002-01-31T09:34:48,LEM,2002-01-31T09:34:53
MP/LA/468,LA,468,C/EGD/1781,Yard,false,christian Shaw's,LEM,2002-01-31T09:34:54,LEM,2002-01-31T09:34:59
MP/LA/469,LA,469,C/EGD/1781,Yard,false,"murdered minister, Mr. John Hardie",LEM,2002-01-31T09:34:59,LEM,2002-01-31T09:35:08
MP/LA/47,LA,47,C/EGD/173,Yard,false,tenth (teynd) yard,LEM,2001-06-15T12:40:27,LEM,2001-06-15T12:41:21
MP/LA/470,LA,470,C/EGD/1781,House,false,murdered boy,LEM,2002-01-31T09:35:09,LEM,2002-01-31T09:35:15
MP/LA/471,LA,471,C/EGD/1774,,false,Kilpatrick,LEM,2002-01-31T09:37:54,jhm,2002-10-22T10:24:04
MP/LA/472,LA,472,C/EGD/1774,Moor,false,Kilmacolme,LEM,2002-01-31T09:37:57,LEM,2002-01-31T09:38:02
MP/LA/473,LA,473,C/EGD/1774,Yard,false,christian Shaw's,LEM,2002-01-31T09:38:03,LEM,2002-01-31T09:38:08
MP/LA/474,LA,474,C/EGD/1774,Yard,false,"murdered minister, Mr. John Hardie",LEM,2002-01-31T09:38:09,LEM,2002-01-31T09:38:17
MP/LA/475,LA,475,C/EGD/1774,House,false,murdered boy,LEM,2002-01-31T09:38:18,LEM,2002-01-31T09:38:23
MP/LA/476,LA,476,C/EGD/1780,,false,Kilpatrick,LEM,2002-01-31T09:47:24,jhm,2002-10-22T10:50:11
MP/LA/477,LA,477,C/EGD/1780,Moor,false,Kilmacolme,LEM,2002-01-31T09:47:28,LEM,2002-01-31T09:47:33
MP/LA/478,LA,478,C/EGD/1780,Yard,false,christian shaw's,LEM,2002-01-31T09:47:34,LEM,2002-01-31T09:47:43
MP/LA/479,LA,479,C/EGD/1780,Yard,false,"murdered minsiter, Mr. John Hardie",LEM,2002-01-31T09:47:43,LEM,2002-01-31T09:47:53
MP/LA/48,LA,48,C/EGD/173,Shore,false,in Eyemouth,LEM,2001-06-15T12:41:25,LEM,2001-06-15T12:42:14
MP/LA/480,LA,480,C/EGD/1780,House,false,murdered boy,LEM,2002-01-31T09:47:54,LEM,2002-01-31T09:47:59
MP/LA/481,LA,481,C/EGD/1777,,false,kilpatrick,LEM,2002-01-31T09:50:39,LEM,2002-01-31T09:50:42
MP/LA/482,LA,482,C/EGD/1777,Moor,false,Kilmacolme,LEM,2002-01-31T09:50:43,LEM,2002-01-31T09:50:49
MP/LA/483,LA,483,C/EGD/1777,Yard,false,christian shaw's,LEM,2002-01-31T09:50:50,LEM,2002-01-31T09:50:55
MP/LA/484,LA,484,C/EGD/1777,Yard,false,"murdered minister, Mr. John Hardie",LEM,2002-01-31T09:50:55,LEM,2002-01-31T09:51:03
MP/LA/485,LA,485,C/EGD/1777,House,false,murdered boy,LEM,2002-01-31T09:51:04,LEM,2002-01-31T09:51:08
MP/LA/486,LA,486,C/EGD/1935,,false,Kilpatrick,LEM,2002-01-31T10:39:33,LEM,2002-01-31T10:39:35
MP/LA/487,LA,487,C/EGD/1935,Moor,false,Kilmacolme,LEM,2002-01-31T10:39:36,LEM,2002-01-31T10:39:45
MP/LA/488,LA,488,C/EGD/1935,Yard,false,christian shaw,LEM,2002-01-31T10:39:46,LEM,2002-01-31T10:39:50
MP/LA/489,LA,489,C/EGD/1935,Yard,false,"murdered minister, Mr. John Hardie",LEM,2002-01-31T10:39:52,jhm,2002-10-23T10:49:38
MP/LA/490,LA,490,C/EGD/1935,House,false,murdered boy,LEM,2002-01-31T10:40:02,LEM,2002-01-31T10:40:07
MP/LA/492,LA,492,C/LA/2968,Moor,false,kilmacolme,LEM,2002-01-31T13:17:45,LEM,2002-01-31T13:18:01
MP/LA/493,LA,493,C/LA/2968,Yard,false,Christian Shaw's,LEM,2002-01-31T13:19:12,LEM,2002-01-31T13:19:18
MP/LA/494,LA,494,C/LA/2969,Yard,false,Christian Shaw's,LEM,2002-01-31T13:26:23,LEM,2002-01-31T13:26:31
MP/LA/495,LA,495,C/LA/2970,,false,kilpatrick,LEM,2002-01-31T14:59:44,LEM,2002-01-31T14:59:47
MP/LA/496,LA,496,C/LA/2970,Moor,false,Kilmacolme,LEM,2002-01-31T14:59:48,LEM,2002-01-31T15:00:04
MP/LA/497,LA,497,C/LA/2970,Yard,false,Christian Shaw,LEM,2002-01-31T15:00:05,LEM,2002-01-31T15:00:09
MP/LA/498,LA,498,C/LA/2970,Yard,false,"murdered minister, Mr. John Hardie",LEM,2002-01-31T15:00:12,LEM,2002-01-31T15:00:22
MP/LA/499,LA,499,C/LA/2970,House,false,murdered child,LEM,2002-01-31T15:00:24,LEM,2002-01-31T15:00:29
MP/LA/5,LA,5,C/EGD/948,Hilltop,false,Dounhill of Spott,LEM,2001-05-17T11:44:37,LEM,2001-05-17T11:44:58
MP/LA/500,LA,500,C/LA/2972,,false,kilpatrick,LEM,2002-01-31T20:55:03,LEM,2002-01-31T20:55:10
MP/LA/501,LA,501,C/LA/2972,Yard,false,christian Shaw's,LEM,2002-01-31T20:55:11,LEM,2002-01-31T20:55:22
MP/LA/502,LA,502,C/LA/2972,Yard,false,"murdered minsiter, mr John Hardie",LEM,2002-01-31T20:55:23,LEM,2002-01-31T20:55:33
MP/LA/503,LA,503,C/LA/2972,House,false,murdered boy's,LEM,2002-01-31T20:55:34,LEM,2002-01-31T20:55:48
MP/LA/504,LA,504,C/LA/2972,Moor,false,kilmacolme,LEM,2002-01-31T20:55:51,LEM,2002-01-31T20:55:58
MP/LA/505,LA,505,C/EGD/1779,,false,Kilpatrick,LEM,2002-01-31T21:07:13,jhm,2002-10-22T10:39:09
MP/LA/506,LA,506,C/EGD/1779,Moor,false,Kilmacolme,LEM,2002-01-31T21:07:17,LEM,2002-01-31T21:07:22
MP/LA/507,LA,507,C/EGD/1779,Yard,false,christian shaw's,LEM,2002-01-31T21:07:22,LEM,2002-01-31T21:07:27
MP/LA/508,LA,508,C/EGD/1779,Yard,false,"murdered minister, Mr. John Hardie",LEM,2002-01-31T21:07:28,LEM,2002-01-31T21:07:36
MP/LA/509,LA,509,C/EGD/1779,House,false,murdered child,LEM,2002-01-31T21:07:37,LEM,2002-01-31T21:07:44
MP/LA/510,LA,510,C/LA/2973,,false,kilpatrick,LEM,2002-01-31T21:22:35,LEM,2002-01-31T21:22:38
MP/LA/511,LA,511,C/LA/2973,Moor,false,kilmacolme,LEM,2002-01-31T21:22:39,LEM,2002-01-31T21:22:43
MP/LA/512,LA,512,C/LA/2973,Yard,false,Christian Shaw's,LEM,2002-01-31T21:22:44,LEM,2002-01-31T21:22:52
MP/LA/513,LA,513,C/LA/2973,Yard,false,"murdered minister, Mr. John Hardie",LEM,2002-01-31T21:22:53,LEM,2002-01-31T21:23:01
MP/LA/514,LA,514,C/LA/2973,House,false,murdered boy,LEM,2002-01-31T21:23:03,LEM,2002-01-31T21:23:15
MP/LA/515,LA,515,C/LA/2974,,false,kilpatrick,LEM,2002-01-31T21:34:35,LEM,2002-01-31T21:34:37
MP/LA/516,LA,516,C/LA/2974,Moor,false,kilmacolme,LEM,2002-01-31T21:34:39,LEM,2002-01-31T21:34:42
MP/LA/517,LA,517,C/LA/2974,Yard,false,Christian Shaw's,LEM,2002-01-31T21:34:43,LEM,2002-01-31T21:34:48
MP/LA/518,LA,518,C/LA/2974,Yard,false,"murdered minister, Mr. John Hardie",LEM,2002-01-31T21:34:48,LEM,2002-01-31T21:35:06
MP/LA/519,LA,519,C/LA/2974,House,false,murdered boy,LEM,2002-01-31T21:35:07,LEM,2002-01-31T21:35:22
MP/LA/520,LA,520,C/LA/2975,,false,Kilpatrick,LEM,2002-02-01T11:22:18,LEM,2002-02-01T11:22:21
MP/LA/521,LA,521,C/LA/2975,Moor,false,Kilmacolme,LEM,2002-02-01T11:22:22,LEM,2002-02-01T11:22:25
MP/LA/522,LA,522,C/LA/2975,Yard,false,Christian Shaw's,LEM,2002-02-01T11:22:26,LEM,2002-02-01T11:22:34
MP/LA/523,LA,523,C/LA/2975,Yard,false,"murdered minister, Mr. John Hardie",LEM,2002-02-01T11:22:36,LEM,2002-02-01T11:22:54
MP/LA/524,LA,524,C/LA/2975,House,false,murdered boy,LEM,2002-02-01T11:22:55,LEM,2002-02-01T11:23:02
MP/LA/525,LA,525,C/LA/2976,,false,kilpatrick,LEM,2002-02-01T11:45:30,LEM,2002-02-01T11:45:31
MP/LA/526,LA,526,C/LA/2976,Moor,false,kilmacolme,LEM,2002-02-01T11:45:33,LEM,2002-02-01T11:45:37
MP/LA/527,LA,527,C/LA/2976,Yard,false,Christian Shaw's,LEM,2002-02-01T11:45:38,LEM,2002-02-01T11:45:45
MP/LA/528,LA,528,C/LA/2976,Yard,false,"murdered minister, Mr. John Hardie",LEM,2002-02-01T11:45:45,LEM,2002-02-01T11:45:52
MP/LA/529,LA,529,C/LA/2976,House,false,murdered boy,LEM,2002-02-01T11:45:53,LEM,2002-02-01T11:46:13
MP/LA/530,LA,530,C/LA/2977,,false,kilpatrick,LEM,2002-02-01T11:56:25,LEM,2002-02-01T11:56:28
MP/LA/531,LA,531,C/LA/2977,Moor,false,Kilmacolme,LEM,2002-02-01T11:56:57,LEM,2002-02-01T11:57:00
MP/LA/532,LA,532,C/LA/2977,Yard,false,christian shaw's,LEM,2002-02-01T11:57:02,LEM,2002-02-01T11:57:08
MP/LA/533,LA,533,C/LA/2977,Yard,false,"murdered minister, Mr. John Hardie",LEM,2002-02-01T11:57:09,LEM,2002-02-01T11:57:15
MP/LA/534,LA,534,C/LA/2977,House,false,murdered boy,LEM,2002-02-01T11:57:16,LEM,2002-02-01T11:57:21
MP/LA/535,LA,535,C/LA/2978,,false,kilpatrick,LEM,2002-02-01T12:17:48,LEM,2002-02-01T12:17:51
MP/LA/536,LA,536,C/LA/2978,Moor,false,Kilmacolme,LEM,2002-02-01T12:17:54,LEM,2002-02-01T12:17:58
MP/LA/537,LA,537,C/LA/2978,Yard,false,christian shaw,LEM,2002-02-01T12:17:59,LEM,2002-02-01T12:18:07
MP/LA/538,LA,538,C/LA/2978,Yard,false,"murdered minister, Mr. John Hardie",LEM,2002-02-01T12:18:08,LEM,2002-02-01T12:18:13
MP/LA/539,LA,539,C/LA/2978,House,false,murdered boy,LEM,2002-02-01T12:18:14,LEM,2002-02-01T12:18:21
MP/LA/540,LA,540,C/LA/2979,,false,kilpatrick,LEM,2002-02-01T12:29:06,LEM,2002-02-01T12:29:10
MP/LA/541,LA,541,C/LA/2979,Moor,false,kilmacolme,LEM,2002-02-01T12:29:10,LEM,2002-02-01T12:29:14
MP/LA/542,LA,542,C/LA/2979,Yard,false,christian shaw,LEM,2002-02-01T12:29:35,LEM,2002-02-01T12:29:59
MP/LA/543,LA,543,C/LA/2979,Yard,false,"murdered minister, Mr. John Hardie",LEM,2002-02-01T12:29:59,LEM,2002-02-01T12:30:07
MP/LA/544,LA,544,C/LA/2979,House,false,murdered boy,LEM,2002-02-01T12:30:15,LEM,2002-02-01T12:30:33
MP/LA/545,LA,545,C/LA/2980,,false,Kilpatrick,LEM,2002-02-01T12:40:08,LEM,2002-02-01T12:40:13
MP/LA/546,LA,546,C/LA/2980,Moor,false,Kilmacolme,LEM,2002-02-01T12:40:22,LEM,2002-02-01T12:40:26
MP/LA/547,LA,547,C/LA/2980,Yard,false,Christian Shaw,LEM,2002-02-01T12:40:27,LEM,2002-02-01T12:40:31
MP/LA/548,LA,548,C/LA/2980,Yard,false,"murdered minister, Mr. John Hardie",LEM,2002-02-01T12:40:32,LEM,2002-02-01T12:40:38
MP/LA/549,LA,549,C/LA/2980,House,false,murdered boy,LEM,2002-02-01T12:40:39,LEM,2002-02-01T12:40:46
MP/LA/55,LA,55,C/EGD/1170,River,false,head of deadman's burne,LEM,2001-06-18T10:03:29,LEM,2001-06-18T10:03:44
MP/LA/552,LA,552,C/EGD/162,Den,false,near Niddrie,LEM,2002-05-06T20:05:57,LEM,2002-05-06T20:06:41
MP/LA/553,LA,553,C/EGD/166,Hilltop,false,Coldingham Law,LEM,2002-05-07T10:33:37,LEM,2002-05-07T10:33:48
MP/LA/554,LA,554,C/EGD/674,Yard,false,,LEM,2002-05-07T11:03:28,LEM,2002-05-07T11:03:33
MP/LA/555,LA,555,C/EGD/674,Shore,false,Eyemouth,LEM,2002-05-07T11:03:39,LEM,2002-05-07T11:03:55
MP/LA/556,LA,556,C/LA/3019,Shore,false,Eyemouth,LEM,2002-05-07T12:09:47,LEM,2002-05-07T12:09:54
MP/LA/557,LA,557,C/LA/3019,Yard,false,,LEM,2002-05-07T12:10:31,LEM,2002-05-07T12:10:37
MP/LA/558,LA,558,C/EGD/301,Forest,false,,LEM,2002-05-07T15:53:41,LEM,2002-05-07T15:53:46
MP/LA/559,LA,559,C/EGD/301,House,false,her own,LEM,2002-05-07T15:53:47,LEM,2002-05-07T15:53:51
MP/LA/560,LA,560,C/EGD/238,Mill,false,Babirn,LEM,2002-05-07T16:31:41,LEM,2002-05-07T16:31:51
MP/LA/561,LA,561,C/EGD/435,Mill,false,Haddington,LEM,2002-06-06T12:43:36,LEM,2002-06-06T12:43:54
MP/LA/562,LA,562,C/EGD/435,Moor,false,Tranent Muir Brae,LEM,2002-06-06T12:52:57,LEM,2002-06-06T12:53:14
MP/LA/563,LA,563,C/EGD/435,,false,West Port of Edinburgh,LEM,2002-06-06T12:53:16,LEM,2002-06-06T12:53:22
MP/LA/564,LA,564,C/EGD/435,Kirk,false,Gladsmuir Kirk,LEM,2002-06-06T12:53:42,LEM,2002-06-06T12:53:45
MP/LA/565,LA,565,C/EGD/435,Wood,false,Saltoun Wood,LEM,2002-06-06T12:53:48,LEM,2002-06-06T12:53:53
MP/LA/566,LA,566,C/EGD/435,,false,Wester Saltoun,LEM,2002-06-06T12:54:03,LEM,2002-06-06T12:54:06
MP/LA/567,LA,567,C/EGD/435,Mill,false,Paiston,LEM,2002-06-06T12:54:27,LEM,2002-06-06T12:54:30
MP/LA/568,LA,568,C/EGD/435,,false,Haddington,LEM,2002-06-06T12:54:36,LEM,2002-06-06T12:54:43
MP/LA/569,LA,569,C/EGD/435,Kirkyard,false,Haddington,LEM,2002-06-06T12:54:45,LEM,2002-06-06T12:54:57
